,trackName,albumName,albumArtistsName,mood,lyrics
DR DIXON (Reads a bill of health.) Professor Bloom is a finished example of the new womanly man. His moral nature is simple and lovable. Many have found him a dear man, a dear person. He is a rather quaint fellow on the whole, coy though not feeble-minded in the medical sense. He has written a really beautiful letter, a poem in itself, to the court missionary of the Reformed Priests' Protection Society which clears up everything. He is practically a total abstainer and I can affirm that he sleeps on a straw litter and eats the most Spartan food, cold dried grocer's peas. He wears a hairshirt winter and summer and scourges himself every Saturday. He was, I understand, at one time a firstclass misdemeanant in Glencree reformatory. Another report states that he was a very posthumous child. I appeal for clemency in the name of the most sacred word our vocal organs have ever been called upon to speak. He is about to have a baby.

(General commotion and compassion. Women faint. A wealthy American makes a street collection for Bloom. Gold and silver coins, bank cheques, banknotes, jewels, treasury bonds, maturing bills of exchange, I.O.U.s, wedding rings' watch-chains, lockets, necklaces and bracelets are rapidly collected.)

BLOOM O, I so want to be a mother.

MRS THORNTON (In nursetender's gown.) Embrace me tight, dear. You'll be soon over it. Tight, dear.

(Bloom embraces her tightly and bears eight male yellow and white children. They appear on a redcarpeted staircase adorned with expensive plants. All are handsome, with valuable metallic faces, wellmade, respectably dressed and wellconducted, speaking five modern languages fluently and interested in various arts and sciences. Each has his name printed in legible letters on his shirtfront: Nasodoro, Goldfinger, Chrysostomos, Maindorée, Silversmile, Silberselber Vifargent, Panargros. They are immediately appointed to positions of high public trust in several different countries as managing directors of banks, traffic managers of railways, chairmen of limited liability companies, vice chairmen of hotel syndicates.)

A VOICE Bloom, are you the Messiah ben Joseph or ben David?

BLOOM (Darkly.) You have said it.

BROTHER BUZZ Then perform a miracle.

BANTAM LYONS Prophesy who will win the Saint Leger.

(Bloom walks on a net, covers his left eye with his left ear, passes through several walls, climbs Nelson's Pillar, hangs from the the ledge by his eyelids, eats twelve dozen oysters (shells included), heals several sufferers from kings evil, contracts his face so as to resemble many historical personages, lord Beaconsfield, lord Byron, Wat Tyler, Moses of Egypt, Moses Maimonides, Moses Mendelssohn, Henry Irving, Rip van Winkle, Rossuth, Jean Jacques Rousseau, Baron Leopold Rothschild, Robinson Crusoe, Sherlock Holmes, Pasteur, turns each foot simultaneously in different directions, bids the tide turn back, eclipses the sun by extending his little finger.)

BRINI, PAPAL NUNCIO (In papal zouave's uniform, steel cuirasses as breastplate, armplates, thighplates, legplates, large profane moustaches and brown paper mitre.) Leopoldi autem generatio. Moses begat Noah and Noah begat Eunuch and Eunuch begat O'Halloran and O'Halloran begat Guggenheim and Guggenheim begat Agendath and Agendath begat Netaim and Netaim begat Le Hirsch and Le Hirsch begat Jesurum and Jesurum begat MacKay and MacKay begat Ostrolopsky and Ostrolopsky begat Smerdoz and Smerdoz begat Weiss and Weiss begat Schwarz and Schwarz begat Adrianopoli and Adrianopoli began Aranjuez and Aranjuez begat Lewy Lawson and Lewy Lawson begat Ichabudonosor and Ichabudonosor begat O'Donnell Magnus and O'Donnell Magnus begat Christbaum and Christbaum begat Ben Maimun and Ben Maimun begat Dusty Rhodes and Dusty Rhodes begat Benamor and Benamor begat Jones-Smith and Jones-Smith begat Savorgnanovich and Savorgnanovich begat Jasperstone and Jasperstone begat Vingtetunieme and Vingtetunieme begat Szombathely and Szombathely begat Virag and Virag begat Bloom et vocabitur nomen eius Emmanuel.

A DEADHAND (Writes on the wall.) Bloom is a cod. A CRAB (In bush ranger's kit.) What did you do in the cattlecreep behind Kilbarrack?

A FEMALE INFANT (Shakes a rattle.) And under Ballybough bridge?

A HOLLYBUSH And in the devil's glen?

BLOOM (Blushes furiously all over from front to nates, three tears falling from his left eye.) Spare my past.

THE IRISH EVICTED TENANTS (In bodycoats, kneebreeches, with Donnybrook fair shillelaghs.) Sjambok him!

(Bloom with asses' ears seats himself in the pillory with crossed arms, his feet protruding. He whistles Don Giovanni, a cenar teco. Artane orphans, joining hands, caper round him. Girls of the Prison Gate Mission, joining hands, caper round in the opposite direction.)

THE ARTANE ORPHANS

You big, you bog, you dirty dog!
You think the ladies love you!


THE PRISON GATE GIRLS

If you see kay
Tell him he may
See you in tea
Tell him from me.


HORNBLOWER (In ephod and huntingcap, announces.) And he shall carry the sins of the people to Azazel, the spirit which is in the wilderness, and to Lilith, the nighthag. And they shall stone him and defile him, yea, all from Agendath Netaim and from Mizraim, the land of Ham.

(All the people cast soft pantomime stones at Bloom. Many bonafide travellers and ownerless dogs come near him and defile him. Mastiansky and Citron approach in gaberdines, wearing long earlocks. They wag their beards at Bloom.)

MASTIANSKY AND CITRON Belial! Laemlein of Istria! the false Messiah! Abulafia!

(George S. Mesias, Bloom's tailor, appears, a tailor's goose under his arm, presenting a bill.)

MESIAS To alteration one pair trousers eleven shillings.

BLOOM (Rubs his hands cheerfully.) Just like old times. Poor Bloom!

(Reuben J. Dodd, black bearded Iscariot, bad shepherd, bearing on his shoulders the drowned corpse of his son, approaches the pillory.)

REUBEN J. (Whispers hoarsely.) The squeak is out. A split is gone for the flatties. Nip the first rattler.

THE FIRE BRIGADE Pflaap!

BROTHER BUZZ (Invests Bloom in a yellow habit with embroidery of painted flames and high pointed hat. He places a bag of gunpowder round his neck and hands him over to the civil power, saying.) Forgive him his trespasses.

(Lieutenant Myers of the Dublin Fire Brigade by general request sets fire to Bloom. Lamentations.)

THE CITIZEN Thank heaven!

BLOOM (In a seamless garment marked I. H. S. stands upright amid phoenix flames.) Weep not for me, O daughters of Erin.

(He exhibits to Dublin reporters traces of burning. The daughters of Erin, in black garments with lace prayerbooks and long lighted candles in their hands, kneel down and pray.)

THE DAUGHTERS OF ERIN Kidney of Bloom, pray for us. Flower of the Bath, pray for us. Mentor of Menton, pray for us. Canvasser for the Freeman, pray for us. Charitable Mason, pray for us. Wandering Soap, pray for us. Sweets of Sin, pray for us. Music without Words, pray for us. Reprover of the Citizen, pray for us. Friend of all Frillies, pray for us. Midwife Most Merciful, pray for us. Potato Preservative against Plague and Pestilence, pray for us.

(A choir of six hundred voices, conducted by Mr Vincent O'Brien, sings the Alleluia chorus, accompanied on the organ by Joseph Glynn. Bloom becomes mute, shrunken, carbonised.)

ZOE Talk away till you're black in the face.

BLOOM (In caubeen with clay pipe stuck in the band, dusty brogues, an emigrant's red handkerchief bundle in his hand, leading a black bogoak pig by a sugaun, with a smile in his eye.) Let me be going now, woman of the house, for by all the goats in Connemara I'm after having the father and mother of a bating. (With a tear in his eye.) All insanity. Patriotism, sorrow for the dead, music, future of the race. To be or not to be. Life's dream is o'er. End it peacefully. They can live on. (He gazes far away mournfully.) I am ruined. A few pastilles of aconite. The blinds drawn. A letter. Then lie back to rest. (He breathes softly.) No more. I have lived. Fare. Farewell.

ZOE (Stiffly, her finger in her neckfillet.) Honest? Till the next time. (She sneers.) Suppose you got up the wrong side of the bed or came too quick with your best girl. O, I can read your thoughts.

BLOOM (Bitterly.) Man and woman, love, what is it? A cork and bottle.

ZOE (In sudden sulks.) I hate a rotter that's insincere. Give a bleeding whore a chance.

BLOOM (Repentantly.) I am very disagreeable. You are a necessary evil. Where are you from? London?

ZOE (Glibly.) Hog's Norton where the pigs play the organs. I'm Yorkshire born. (She holds his hand which is feeling for her nipple.) I say, Tommy Tittlemouse. Stop that and begin worse. Have you cash for a short time? Ten shillings?

BLOOM (Smiles, nods slowly.) More, houri, more.

ZOE And more's mother? (She pats him offhandedly with velvet paws.) Are you coming into the musicroom to see our new pianola? Come and I'll peel off.

BLOOM (Feeling his occiput dubiously with the unparalleled embarrassment of a harassed pedlar gauging the symmetry of her peeled pears.) Somebody would be dreadfully jealous if she knew. The greeneyed monster. (Earnestly.) You know how difficult it is. I needn't tell you.

ZOE (Flattered.) What the eye can't see the heart can't grieve for. (She pats him.) Come.

BLOOM Laughing witch! The hand that rocks the cradle.

ZOE Babby!

BLOOM (In babylinen and pelisse, bigheaded, with a caul of dark hair, fixes big eyes on her fluid slip and counts its bronze buckles with a chubby finger, his moist tongue tolling and lisping.) One two tlee: tlee tlwo tlone.

THE BUCKLES Love me. Love me not. Love me.

ZOE Silent means consent. (With little parted talons she captures his hand, her forefinger giving to his palm the pass touch of secret monitor, luring him to doom.) Hot hands cold gizzard.

(He hesitates amid scents, music, temptations. She leads him towards the steps, drawing him by the odour of her armpits, the vice of her painted eyes, the rustle of her slip in whose sinuous folds lurks the lion reek of all the male brutes that have possessed her.)

THE MALE BRUTES (Exhaling sulphur of rut and dung and ramping in their loosebox, faintly roaring, their drugged heads swaying to and fro.) Good!

(Zoe and Bloom reach the doorway where two sister whores are seated. They examine him curiously from under their pencilled brows and smile to his hasty bow. He trips awkwardly.)

ZOE (Her lucky hand instantly saving him.) Hoopsa! Don't fall upstairs.

BLOOM The just man falls seven times. (He stands aside at the threshold.) After you is good manners.

ZOE Ladies first, gentlemen after.

(She crosses the threshold. He hesitates. She turns and, holding out her hands, draws him over. He hops. On the an tiered rack of the hall hang a man's hat and waterproof Bloom uncovers himself but, seeing them, frowns, then smiles, preoccupied. A door on the return landing is thrown open. A man in purple shirt and grey trousers, brownsocked, passes with an apes gait, his bald head and goatee beard upheld, hugging a full waterjugjar his twotailed black braces dangling at heels. Averting his face quickly Bloom bends to examine on the halltable the spaniel eyes of a running fox: then, his lifted head sniffing, follows Zoe into the musicroom. A shade of mauve tissuepaper dims the light of the chandelier. Round and round a moth flies, colliding, escaping. The floor is covered with an oilcloth mosaic of jade and azure and cinnabar rhomboids. Footmarks are stamped over it in all senses, heel to heel, heel to hollow, toe to toe, feet locked, a morris of shuffling feet without body phantoms, all in a scrimmage higgledypiggledy. The walls are tapes-tried with a paper of yewfronds and clear glades. In the grate is spread a screen of peacock feathers. Lynch squats crosslegged on the hearth rug of matted hair, his cap back to the front. With a wand he beats time slowly. Kitty Ricketts, a bony pallid whore in navy costume, doeskin gloves rolled back from a coral wristlet, a chain purse in her hand, sits perched on the edge of the table swinging her leg and glancing at herself in the gilt mirror over the mantelpiece. A tag of her corset lace hangs slightly below her jacket. Lynch indicates mockingly the couple at the piano.)
